Id,EssaySet,Score1,Score2,EssayText
5506,3,1,1,"Chinese pandas and Australian koalas are both specialist species, which are meant to survive to only one environment. They are different from pythons because pythons are a generalist species that can survive in varying environments or different food sources."
5507,3,1,2,Pandas and koalas are different from pythons because they have specific food sources that grow in certain parts of the world. Pythons on the other hand don't need a specific food source and can adapt to other food sources and climates.
5508,3,1,2,"Pandas and koalas are similar because they are both exclusive to the place they live. You won't find pandas anywhere but China, same with koalas in Australia. This is different from pythons because the article said pythons can live anywhere from California to Delaware , any place with a climate similar to their original Asian habitat."
5509,3,1,2,Pandas in China and koalas in Australia because both species are specialist. The author provides support by saying that both species eat almost exclusivley one type of food. The contrast is that pythons are generalists who can move from different places and eat different foods wherever they go.
5511,3,0,0,"Panda and koalas are similar by they eat greens. Pandas eat,bamboo and Koalas eat eucalyptus leaves. They are harmful and are sweet. They are both different to pythons by pythons are long, slim and dangerous and pandas & Koalas are fuzzy and harmless."
5512,3,1,1,"Pandas in China and koalas in Australia are similar because they eat the same food all the time, there specialist. There both different from a pythons because a python eats a variety of food and can live anywhere, its a generalist."
5514,3,1,1,"Pandas in China are similar to koalas in Australia because they survive eating only one kind of plant, (bamboo for pandas, eucalyptus for koalas). While pythons can eat different kinds of animals and survive in different environments."
5515,3,1,1,The panda and the koala bear are both specialists so they only eat one thing and nothing else. The python will eat a variable of things and is a generalists.
5516,3,1,1,"Panda in china are similar to koalas in Australia because they are both specialist.A s the story says. ""A specialist is china's panda or Australia koalas bear. They are both different from python because a python is a generalist pythons can live almost any where.Pandas and koalas bear can only live in certain areas."
5518,3,2,1,Pandas and koalas are a like because they only eat a certain type of food and a familiar to one region. Pythons however eat what can fit into their mouth and are spread over several different regions and are contng to spread endangered the southern U.S.A.
5519,3,1,0,"Pandas in China are similar to koalas in Australia because they both eat just about the same way. Well the panda eats almost nothing but bamboo and the koala eats eucalyptus says in paragraph 21. However, they're both different because they both come from two different parts of the earth."
